gene,leaf,function(s)_win,function(s)_lost,module(s)_win,module(s)_lost
G357_353_356,XP031757449.1_8364_352,,,B152|B197|B132|B189|B155|B172|B195|B137|B196|B205|B143|B180|B170,
G357_353_356,XP005158775.1_7955_354,,,B152|B132|B189|B155|B172|B138|B195|B137|B196|B143|B180|B170,
G357_353_356,XP021324312.1_7955_355,,,B152|B197|B132|B189|B155|B172|B138|B195|B137|B196|B205|B143|B180|B170,
XP002122475.1_7719_358,XP002122475.1_7719_358,,,,
G359_357_358,NP001264195.1_10090_345,,,B174|B171|B181|B164|B193,
G359_357_358,XP002691532.1_9913_346,,,B174|B171|B181|B164|B193,
G359_357_358,NP003174.3_9606_348,,,B174|B171|B181|B164|B193,
G359_357_358,NP001008682.1_9031_350,,,B174|B171|B181|B164|B193,
G359_357_358,XP031757449.1_8364_352,,,B174|B171|B181|B164|B193,
G359_357_358,XP005158775.1_7955_354,,,B174|B171|B181|B164|B193,
G359_357_358,XP021324312.1_7955_355,,,B174|B171|B181|B164|B193,
G359_357_358,XP002122475.1_7719_358,,,B174|B171|B181|B164|B193,
NP733334.1_7227_360,NP733334.1_7227_360,,,,
G361_359_360,NP001264195.1_10090_345,,,B146|B194|B165|B190|B148,
G361_359_360,XP002691532.1_9913_346,,,B146|B194|B165|B190|B148,
G361_359_360,NP003174.3_9606_348,,,B146|B194|B165|B190|B148,
G361_359_360,NP001008682.1_9031_350,,,B146|B194|B165|B190|B148,
G361_359_360,XP031757449.1_8364_352,,,B146|B194|B165|B190|B148,
G361_359_360,XP005158775.1_7955_354,,,B146|B194|B165|B190|B148,
G361_359_360,XP021324312.1_7955_355,,,B146|B194|B165|B190|B148,
G361_359_360,XP002122475.1_7719_358,,,B194|B165|B340|B190|B148|B341,
G361_359_360,NP733334.1_7227_360,,,B146|B194|B165|B340|B190|B148|B341,
NP509318.1_6239_362,NP509318.1_6239_362,,,,
G363_361_362,NP001264195.1_10090_345,,,B187|B186,
G363_361_362,XP002691532.1_9913_346,,,B187|B186,
G363_361_362,NP003174.3_9606_348,,,B187|B186,
G363_361_362,NP001008682.1_9031_350,,,B187|B186,
G363_361_362,XP031757449.1_8364_352,,,B187|B186,
G363_361_362,XP005158775.1_7955_354,,,B186,
G363_361_362,XP021324312.1_7955_355,,,B187|B186,
G363_361_362,XP002122475.1_7719_358,,,,
G363_361_362,NP733334.1_7227_360,,,,
G363_361_362,NP509318.1_6239_362,,,B187|B186,
NP031425.2_10090_364,NP031425.2_10090_364,,,,
NP001101.1_9606_365,NP001101.1_9606_365,,,,
G366_364_365,NP031425.2_10090_364,,,,
G366_364_365,NP001101.1_9606_365,,,,
NP776921.1_9913_367,NP776921.1_9913_367,,,,
G368_366_367,NP031425.2_10090_364,,,B50|B216,
G368_366_367,NP001101.1_9606_365,,,B50|B216,
G368_366_367,NP776921.1_9913_367,,,B50|B216,
NP989592.2_9031_369,NP989592.2_9031_369,,,B50,
G370_368_369,NP031425.2_10090_364,,,B208,B50
G370_368_369,NP001101.1_9606_365,,,B208,B50
G370_368_369,NP776921.1_9913_367,,,B208,B50
G370_368_369,NP989592.2_9031_369,,,B208,B50
NP001037869.1_8364_371,NP001037869.1_8364_371,,,,
G372_370_371,NP031425.2_10090_364,,,B265|B209,
G372_370_371,NP001101.1_9606_365,,,B265|B209,
G372_370_371,NP776921.1_9913_367,,,B265|B209,
G372_370_371,NP989592.2_9031_369,,,B265|B209,
G372_370_371,NP001037869.1_8364_371,,,B265|B209,
XP021326233.1_7955_373,XP021326233.1_7955_373,,,,
XP005168953.1_7955_374,XP005168953.1_7955_374,,,,
G375_373_374,XP021326233.1_7955_373,,,,
G375_373_374,XP005168953.1_7955_374,,,,
G376_372_375,NP031425.2_10090_364,,,B217|B214|B255|B210|B264|B252|B215|B212|B242|B223,
G376_372_375,NP001101.1_9606_365,,,B217|B214|B255|B210|B264|B252|B215|B212|B242|B223,
G376_372_375,NP776921.1_9913_367,,,B217|B214|B255|B210|B264|B252|B215|B212|B242|B223,
G376_372_375,NP989592.2_9031_369,,,B217|B214|B255|B210|B264|B252|B215|B212|B242|B223,
G376_372_375,NP001037869.1_8364_371,,,B217|B214|B255|B210|B264|B252|B215|B212|B242|B223,
G376_372_375,XP021326233.1_7955_373,,,B217|B214|B210|B252|B212|B242|B223,
G376_372_375,XP005168953.1_7955_374,,,B217|B214|B255|B210|B264|B252|B215|B212|B242|B223,
XP002127224.2_7719_377,XP002127224.2_7719_377,,,,
G378_376_377,NP031425.2_10090_364,,,B218|B213|B231|B220|B253|B254|B263,
G378_376_377,NP001101.1_9606_365,,,B218|B213|B231|B220|B253|B254|B263,
G378_376_377,NP776921.1_9913_367,,,B218|B213|B231|B220|B253|B254|B263,
G378_376_377,NP989592.2_9031_369,,,B218|B213|B231|B220|B253|B254|B263,
G378_376_377,NP001037869.1_8364_371,,,B218|B213|B231|B220|B253|B254|B263,
G378_376_377,XP021326233.1_7955_373,,,B218|B213|B231|B220|B253,
G378_376_377,XP005168953.1_7955_374,,,B218|B213|B231|B220|B253|B254|B263,
G378_376_377,XP002127224.2_7719_377,,,B218|B213|B231|B220|B253|B254|B263,
NP492377.1_6239_379,NP492377.1_6239_379,,,,
NP477187.1_7227_380,NP477187.1_7227_380,,,,
G381_379_380,NP492377.1_6239_379,,,B377,
G381_379_380,NP477187.1_7227_380,,,B377,
G382_378_381,NP031425.2_10090_364,,,B245|B259|B222|B250|B229|B211|B232|B261|B249|B225|B257|B227,
G382_378_381,NP001101.1_9606_365,,,B245|B259|B222|B250|B229|B211|B232|B261|B249|B225|B257|B227,
G382_378_381,NP776921.1_9913_367,,,B245|B259|B222|B250|B229|B211|B232|B261|B249|B225|B257|B227,
G382_378_381,NP989592.2_9031_369,,,B245|B259|B222|B250|B229|B211|B232|B261|B249|B225|B257|B227,
G382_378_381,NP001037869.1_8364_371,,,B245|B259|B222|B250|B229|B211|B232|B261|B249|B225|B257|B227,
G382_378_381,XP021326233.1_7955_373,,,B245|B222|B250|B229|B211|B232|B249|B225|B227,
G382_378_381,XP005168953.1_7955_374,,,B245|B259|B222|B250|B229|B211|B232|B261|B249|B225|B257|B227,
G382_378_381,XP002127224.2_7719_377,,,B259|B250|B229|B232|B261|B249|B225|B257|B227,
G382_378_381,NP492377.1_6239_379,,,B245|B259|B222|B250|B229|B232|B261|B249|B225|B257,
G382_378_381,NP477187.1_7227_380,,,B245|B259|B229|B211|B232|B261|B249|B225|B257|B227,
G383_363_382,NP001264195.1_10090_345,,,B144|B178|B157,
G383_363_382,XP002691532.1_9913_346,,,B144|B178|B157,
G383_363_382,NP003174.3_9606_348,,,B144|B178|B157,
G383_363_382,NP001008682.1_9031_350,,,B144|B178|B157,
G383_363_382,XP031757449.1_8364_352,,,B144|B178|B157,
G383_363_382,XP005158775.1_7955_354,,,B144|B178|B157,
G383_363_382,XP021324312.1_7955_355,,,B144|B178|B157,
G383_363_382,XP002122475.1_7719_358,,,B144|B178|B157,
G383_363_382,NP733334.1_7227_360,,,B144|B178|B233|B157,
G383_363_382,NP509318.1_6239_362,,,B233,
G383_363_382,NP031425.2_10090_364,,,B144|B178|B233|B157,
G383_363_382,NP001101.1_9606_365,,,B144|B178|B233|B157,
G383_363_382,NP776921.1_9913_367,,,B144|B178|B233|B157,
G383_363_382,NP989592.2_9031_369,,,B144|B178|B233|B157,
G383_363_382,NP001037869.1_8364_371,,,B144|B178|B233|B157,
G383_363_382,XP021326233.1_7955_373,,,B144|B178|B233|B157,
G383_363_382,XP005168953.1_7955_374,,,B144|B178|B233|B157,
G383_363_382,XP002127224.2_7719_377,,,B144|B178|B233|B157,
G383_363_382,NP492377.1_6239_379,,,B178|B233|B157,
G383_363_382,NP477187.1_7227_380,,,B144|B178|B233|B157,
XP026692986.1_7719_384,XP026692986.1_7719_384,,,,
NP510291.1_6239_385,NP510291.1_6239_385,,,,
NP001027575.1_7227_386,NP001027575.1_7227_386,,,,
G387_385_386,NP510291.1_6239_385,,,B375|B371|B374,
G387_385_386,NP001027575.1_7227_386,,,B375|B371|B374,
XP002129509.1_7719_388,XP002129509.1_7719_388,,,,
NP001257925.1_10090_389,NP001257925.1_10090_389,,,,
XP016869431.1_9606_390,XP016869431.1_9606_390,,,,
G391_389_390,NP001257925.1_10090_389,,,B324,
G391_389_390,XP016869431.1_9606_390,,,B324,
NP001179747.2_9913_392,NP001179747.2_9913_392,,,,
G393_391_392,NP001257925.1_10090_389,,,B319|B318|B268|B271|B323|B317|B280,
G393_391_392,XP016869431.1_9606_390,,,B319|B353|B318|B352|B268|B271|B323|B317|B280,
G393_391_392,NP001179747.2_9913_392,,,B319|B353|B318|B352|B268|B271|B323|B317|B280,
XP024998550.2_9031_394,XP024998550.2_9031_394,,,,
G395_393_394,NP001257925.1_10090_389,,,B322|B276,
G395_393_394,XP016869431.1_9606_390,,,B322|B276,
G395_393_394,NP001179747.2_9913_392,,,B322|B276,
G395_393_394,XP024998550.2_9031_394,,,B322|B276,
NP001233130.1_8364_396,NP001233130.1_8364_396,,,,
G397_395_396,NP001257925.1_10090_389,,,B272|B282|B321|B270|B304|B278|B285|B291,
G397_395_396,XP016869431.1_9606_390,,,B272|B282|B321|B270|B304|B278|B285|B291,
G397_395_396,NP001179747.2_9913_392,,,B272|B282|B321|B270|B304|B278|B285|B291,
G397_395_396,XP024998550.2_9031_394,,,B272|B282|B321|B270|B304|B278|B285|B291,
G397_395_396,NP001233130.1_8364_396,,,B272|B282|B321|B270|B304|B278|B285|B291,
XP004915886.2_8364_398,XP004915886.2_8364_398,,,B50,
XP004942396.4_9031_399,XP004942396.4_9031_399,,,B50,
G400_398_399,XP004915886.2_8364_398,,,B337|B334,B50
G400_398_399,XP004942396.4_9031_399,,,B337|B334,B50
G401_397_400,NP001257925.1_10090_389,,,B283|B300|B275|B274,
G401_397_400,XP016869431.1_9606_390,,,B283|B300|B275|B274,
G401_397_400,NP001179747.2_9913_392,,,B283|B300|B275|B274,
G401_397_400,XP024998550.2_9031_394,,,B283|B300|B275|B274,
G401_397_400,NP001233130.1_8364_396,,,B283|B300|B274,
G401_397_400,XP004915886.2_8364_398,,,B300,
G401_397_400,XP004942396.4_9031_399,,,B283|B300|B275|B274,
NP001107911.1_7955_402,NP001107911.1_7955_402,,,,
G403_401_402,NP001257925.1_10090_389,,,B287|B301|B294|B306|B293|B284|B313,
G403_401_402,XP016869431.1_9606_390,,,B287|B301|B294|B306|B293|B284|B313,
G403_401_402,NP001179747.2_9913_392,,,B287|B301|B294|B306|B293|B284|B313,
G403_401_402,XP024998550.2_9031_394,,,B287|B301|B294|B306|B293|B284|B313,
G403_401_402,NP001233130.1_8364_396,,,B287|B301|B294|B306|B293|B284|B313,
G403_401_402,XP004915886.2_8364_398,,,B287|B301|B306|B369|B293|B313,
G403_401_402,XP004942396.4_9031_399,,,B287|B301|B294|B306|B293|B284|B313,
G403_401_402,NP001107911.1_7955_402,,,B287|B301|B294|B306|B369|B293|B284|B313,
XP005172418.1_7955_404,XP005172418.1_7955_404,,,,
XP012819411.2_8364_405,XP012819411.2_8364_405,,,,
G406_404_405,XP005172418.1_7955_404,,,B357|B360|B354|B355|B356,
G406_404_405,XP012819411.2_8364_405,,,B357|B360|B354|B355|B356,
XP021323120.1_7955_407,XP021323120.1_7955_407,,,,
XP021336100.1_7955_408,XP021336100.1_7955_408,,,,
G409_407_408,XP021323120.1_7955_407,,,B363,
G409_407_408,XP021336100.1_7955_408,,,B363,
NP001035103.1_8364_410,NP001035103.1_8364_410,,,,
XP040558417.1_9031_411,XP040558417.1_9031_411,,,,
NP031426.2_10090_412,NP031426.2_10090_412,,,,
NP003465.3_9606_413,NP003465.3_9606_413,,,,
NP001001156.1_9913_414,NP001001156.1_9913_414,,,,
G415_413_414,NP003465.3_9606_413,,,B347|B349|B346|B345|B348,
G415_413_414,NP001001156.1_9913_414,,,B347|B349|B346|B345|B348,
G416_412_415,NP031426.2_10090_412,,,B2|B126|B1|B118|B119|B121,
G416_412_415,NP003465.3_9606_413,,,B2|B126|B1|B118|B119|B121,
G416_412_415,NP001001156.1_9913_414,,,B2|B126|B1|B118|B119|B121,
G417_411_416,XP040558417.1_9031_411,,,B325|B127|B29,
G417_411_416,NP031426.2_10090_412,,,B127|B29,
G417_411_416,NP003465.3_9606_413,,,B325|B127|B29,
G417_411_416,NP001001156.1_9913_414,,,B325|B127|B29,
G418_410_417,NP001035103.1_8364_410,,,B123|B116|B122|B125,
G418_410_417,XP040558417.1_9031_411,,,B123|B116,
G418_410_417,NP031426.2_10090_412,,,B123|B116|B122|B125,
G418_410_417,NP003465.3_9606_413,,,B123|B116|B122|B125,
G418_410_417,NP001001156.1_9913_414,,,B123|B116|B122|B125,
G419_409_418,XP021323120.1_7955_407,,,B124|B43|B35|B92,
G419_409_418,XP021336100.1_7955_408,,,B43|B35|B92,
G419_409_418,NP001035103.1_8364_410,,,B124|B43|B35|B92,
G419_409_418,XP040558417.1_9031_411,,,B124|B43|B35|B92,
G419_409_418,NP031426.2_10090_412,,,B124|B43|B35|B92,
G419_409_418,NP003465.3_9606_413,,,B124|B43|B35|B92,
G419_409_418,NP001001156.1_9913_414,,,B124|B43|B35|B92,
G420_406_419,XP005172418.1_7955_404,,,B9|B56|B36|B44,
G420_406_419,XP012819411.2_8364_405,,,B9|B56|B36|B6|B44,
G420_406_419,XP021323120.1_7955_407,,,B9|B56|B36|B6|B44,
G420_406_419,XP021336100.1_7955_408,,,B9|B56|B36|B6|B44,
G420_406_419,NP001035103.1_8364_410,,,B9|B56|B36|B6|B44,
G420_406_419,XP040558417.1_9031_411,,,B9|B56|B36|B6|B44,
G420_406_419,NP031426.2_10090_412,,,B9|B56|B36|B6|B44,
G420_406_419,NP003465.3_9606_413,,,B9|B56|B36|B6|B44,
G420_406_419,NP001001156.1_9913_414,,,B9|B56|B36|B6|B44,
G421_403_420,NP001257925.1_10090_389,,,B41|B5,
G421_403_420,XP016869431.1_9606_390,,,B41|B5,
G421_403_420,NP001179747.2_9913_392,,,B41|B5,
G421_403_420,XP024998550.2_9031_394,,,B41|B5,
G421_403_420,NP001233130.1_8364_396,,,B41|B5,
G421_403_420,XP004915886.2_8364_398,,,B41,
G421_403_420,XP004942396.4_9031_399,,,B41|B5,
G421_403_420,NP001107911.1_7955_402,,,B41,
G421_403_420,XP005172418.1_7955_404,,,B41,
G421_403_420,XP012819411.2_8364_405,,,B41|B5,
G421_403_420,XP021323120.1_7955_407,,,B41|B5,
G421_403_420,XP021336100.1_7955_408,,,B41|B5,
G421_403_420,NP001035103.1_8364_410,,,B41|B5,
G421_403_420,XP040558417.1_9031_411,,,B41|B5,
G421_403_420,NP031426.2_10090_412,,,B41|B5,
G421_403_420,NP003465.3_9606_413,,,B41|B5,
G421_403_420,NP001001156.1_9913_414,,,B41|B5,
G422_388_421,XP002129509.1_7719_388,,,B85|B94,
G422_388_421,NP001257925.1_10090_389,,,B85|B94,
G422_388_421,XP016869431.1_9606_390,,,B85|B94,
G422_388_421,NP001179747.2_9913_392,,,B85|B94,
G422_388_421,XP024998550.2_9031_394,,,B85|B94,
G422_388_421,NP001233130.1_8364_396,,,B85|B94,
G422_388_421,XP004915886.2_8364_398,,,B85|B94,
G422_388_421,XP004942396.4_9031_399,,,B85|B94,
G422_388_421,NP001107911.1_7955_402,,,B85|B94,
G422_388_421,XP005172418.1_7955_404,,,B85|B94,
G422_388_421,XP012819411.2_8364_405,,,B85|B94,
G422_388_421,XP021323120.1_7955_407,,,B85|B94,
G422_388_421,XP021336100.1_7955_408,,,B85|B94,
G422_388_421,NP001035103.1_8364_410,,,B85|B94,
G422_388_421,XP040558417.1_9031_411,,,B85|B94,
G422_388_421,NP031426.2_10090_412,,,B85|B94,
G422_388_421,NP003465.3_9606_413,,,B85|B94,
G422_388_421,NP001001156.1_9913_414,,,B85|B94,
G423_387_422,NP510291.1_6239_385,,,B82|B90|B88,
G423_387_422,NP001027575.1_7227_386,,,B82,
G423_387_422,XP002129509.1_7719_388,,,B82|B90|B88,
G423_387_422,NP001257925.1_10090_389,,,B82|B88|B21,
G423_387_422,XP016869431.1_9606_390,,,B82|B88|B21,
G423_387_422,NP001179747.2_9913_392,,,B82|B88|B21,
G423_387_422,XP024998550.2_9031_394,,,B82|B88|B21,
G423_387_422,NP001233130.1_8364_396,,,B82|B88|B21,
G423_387_422,XP004915886.2_8364_398,,,B82|B88|B21,
G423_387_422,XP004942396.4_9031_399,,,B82|B88|B21,
G423_387_422,NP001107911.1_7955_402,,,B82|B88|B21,
G423_387_422,XP005172418.1_7955_404,,,B82|B90|B88|B21,
G423_387_422,XP012819411.2_8364_405,,,B82|B90|B88|B21,
G423_387_422,XP021323120.1_7955_407,,,B82|B90|B88|B21,
G423_387_422,XP021336100.1_7955_408,,,B82|B90|B88|B21,
G423_387_422,NP001035103.1_8364_410,,,B82|B90|B88|B21,
G423_387_422,XP040558417.1_9031_411,,,B82|B90|B88|B21,
G423_387_422,NP031426.2_10090_412,,,B82|B90|B88|B21,
G423_387_422,NP003465.3_9606_413,,,B82|B90|B88|B21,
G423_387_422,NP001001156.1_9913_414,,,B82|B90|B88|B21,
G424_384_423,XP026692986.1_7719_384,,,B70|B112|B58|B69|B113|B78|B12|B344|B338|B39|B77,
G424_384_423,NP510291.1_6239_385,,,B70|B112|B69|B77,
G424_384_423,NP001027575.1_7227_386,,,B70|B112|B69|B78|B12|B344|B39|B77,
G424_384_423,XP002129509.1_7719_388,,,B70|B112|B58|B69|B113|B78|B12|B338|B77,
G424_384_423,NP001257925.1_10090_389,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,XP016869431.1_9606_390,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,NP001179747.2_9913_392,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,XP024998550.2_9031_394,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,NP001233130.1_8364_396,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,XP004915886.2_8364_398,,,B70|B112|B58|B69|B113|B78|B12|B77,
G424_384_423,XP004942396.4_9031_399,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,NP001107911.1_7955_402,,,B70|B112|B58|B69|B113|B78|B12|B77,
G424_384_423,XP005172418.1_7955_404,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,XP012819411.2_8364_405,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,XP021323120.1_7955_407,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,XP021336100.1_7955_408,,,B70|B58|B69|B78|B12|B39|B77,
G424_384_423,NP001035103.1_8364_410,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,XP040558417.1_9031_411,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,NP031426.2_10090_412,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,NP003465.3_9606_413,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G424_384_423,NP001001156.1_9913_414,,,B70|B112|B58|B69|B113|B78|B12|B39|B77,
G425_383_424,NP001264195.1_10090_345,,,B50|B62|B75,
G425_383_424,XP002691532.1_9913_346,,,B50|B62|B75,
G425_383_424,NP003174.3_9606_348,,,B50|B62|B75,
G425_383_424,NP001008682.1_9031_350,,,B50|B62|B75,
G425_383_424,XP031757449.1_8364_352,,,B50|B62|B75,
G425_383_424,XP005158775.1_7955_354,,,B50|B62|B75,
G425_383_424,XP021324312.1_7955_355,,,B50|B62|B75,
G425_383_424,XP002122475.1_7719_358,,,B50,
G425_383_424,NP733334.1_7227_360,,,B50|B62|B75,
G425_383_424,NP509318.1_6239_362,,,B50|B62,
G425_383_424,NP031425.2_10090_364,,,B50|B62,
G425_383_424,NP001101.1_9606_365,,,B50|B62,
G425_383_424,NP776921.1_9913_367,,,B50|B62,
G425_383_424,NP989592.2_9031_369,,,B50|B62,
G425_383_424,NP001037869.1_8364_371,,,B50|B62,
G425_383_424,XP021326233.1_7955_373,,,B50|B62,
G425_383_424,XP005168953.1_7955_374,,,B50|B62,
G425_383_424,XP002127224.2_7719_377,,,B50|B62,
G425_383_424,NP492377.1_6239_379,,,B50|B62,
G425_383_424,NP477187.1_7227_380,,,B50|B62,
G425_383_424,XP026692986.1_7719_384,,,B50|B62,
G425_383_424,NP510291.1_6239_385,,,B50|B62|B75,
G425_383_424,NP001027575.1_7227_386,,,B50|B62|B75,
G425_383_424,XP002129509.1_7719_388,,,B50|B62,
G425_383_424,NP001257925.1_10090_389,,,B50|B62|B75,
G425_383_424,XP016869431.1_9606_390,,,B50|B62|B75,
G425_383_424,NP001179747.2_9913_392,,,B50|B62|B75,
G425_383_424,XP024998550.2_9031_394,,,B50|B62|B75,
G425_383_424,NP001233130.1_8364_396,,,B50|B62|B75,
G425_383_424,XP004915886.2_8364_398,,,B50|B62|B75,
G425_383_424,XP004942396.4_9031_399,,,B50|B62|B75,
G425_383_424,NP001107911.1_7955_402,,,B50|B62|B75,
G425_383_424,XP005172418.1_7955_404,,,B50|B62|B75,
G425_383_424,XP012819411.2_8364_405,,,B50|B62|B75,
G425_383_424,XP021323120.1_7955_407,,,B50|B62|B75,
G425_383_424,XP021336100.1_7955_408,,,B50|B62|B75,
G425_383_424,NP001035103.1_8364_410,,,B50|B62|B75,
G425_383_424,XP040558417.1_9031_411,,,B50|B62|B75,
G425_383_424,NP031426.2_10090_412,,,B50|B62|B75,
G425_383_424,NP003465.3_9606_413,,,B50|B62|B75,
G425_383_424,NP001001156.1_9913_414,,,B50|B62|B75,
G426_344_425,NP008919.3_9606_0,,,,
G426_344_425,NP001094550.1_9913_1,,,,
G426_344_425,NP033751.3_10090_3,,,,
G426_344_425,XP015154663.2_9031_5,,,,
G426_344_425,NP001120905.1_8364_7,,,,
G426_344_425,XP021331598.1_7955_9,,,,
G426_344_425,NP005090.3_9606_11,,,,
G426_344_425,NP858053.1_9913_12,,,,
G426_344_425,NP766433.2_10090_14,,,,
G426_344_425,XP015135540.3_9031_16,,,,
G426_344_425,XP004919795.1_8364_18,,,,
G426_344_425,NP038934.2_10090_21,,,,
G426_344_425,NP008968.4_9606_22,,,,
G426_344_425,NP001179254.1_9913_24,,,,
G426_344_425,XP015153616.2_9031_26,,,,
G426_344_425,XP002940685.2_8364_28,,,,
G426_344_425,XP021328605.1_7955_30,,,,
G426_344_425,XP001341878.1_7955_31,,,,
G426_344_425,XP698107.4_7955_33,,,,
G426_344_425,XP021332165.1_7955_34,,,,
G426_344_425,NP001019310.1_10090_39,,,,
G426_344_425,NP620686.1_9606_40,,,,
G426_344_425,NP001179319.1_9913_42,,,,
G426_344_425,XP417874.2_9031_44,,,,
G426_344_425,XP012822382.1_8364_46,,,,
G426_344_425,XP021328606.1_7955_48,,,,
G426_344_425,XP001341935.2_7955_49,,,,
G426_344_425,NP001119901.1_7955_51,,,,
G426_344_425,NP035912.2_10090_55,,,,
G426_344_425,NP008969.2_9606_56,,,,
G426_344_425,NP001159987.1_9913_58,,,,
G426_344_425,XP425541.6_9031_60,,,,
G426_344_425,XP002935740.1_8364_62,,,,
G426_344_425,NP001289160.1_7955_64,,,,
G426_344_425,XP002121984.1_7719_67,,,,
G426_344_425,NP780523.3_10090_69,,,,
G426_344_425,NP891550.1_9606_70,,,,
G426_344_425,NP001193502.1_9913_72,,,,
G426_344_425,XP004944721.3_9031_74,,,,
G426_344_425,NP001361725.1_8364_76,,,,
G426_344_425,NP001244125.1_7955_78,,,,
G426_344_425,XP011537056.1_9606_80,,,,
G426_344_425,NP001193022.1_9913_81,,,,
G426_344_425,XP006520926.1_10090_83,,,,
G426_344_425,XP015137930.2_9031_85,,,,
G426_344_425,XP002932868.3_8364_87,,,,
G426_344_425,XP017210006.1_7955_89,,,,
G426_344_425,XP026694849.1_7719_92,,,,
G426_344_425,NP001255448.1_6239_94,,,,
G426_344_425,NP996218.1_7227_97,,,,
G426_344_425,NP001074489.1_10090_99,,,,
G426_344_425,NP922932.2_9606_100,,,,
G426_344_425,NP001179945.1_9913_102,,,,
G426_344_425,XP025000716.1_9031_104,,,,
G426_344_425,XP002934253.2_8364_106,,,,
G426_344_425,XP017213499.1_7955_108,,,,
G426_344_425,NP112219.3_9606_110,,,,
G426_344_425,XP024849927.1_9913_111,,,,
G426_344_425,NP766207.2_10090_113,,,,
G426_344_425,NP001376576.1_9031_115,,,,
G426_344_425,XP004911053.2_8364_117,,,,
G426_344_425,NP001116746.1_7955_119,,,,
G426_344_425,XP002127703.2_7719_122,,,,
G426_344_425,NP001352835.1_9606_124,,,,
G426_344_425,XP024853897.1_9913_125,,,,
G426_344_425,NP001192272.1_10090_127,,,,
G426_344_425,XP004941721.2_9031_129,,,,
G426_344_425,XP004917291.1_8364_131,,,,
G426_344_425,XP005169942.1_7955_133,,,,
G426_344_425,XP002121111.1_7719_135,,,,
G426_344_425,NP780710.2_10090_139,,,,
G426_344_425,XP016865394.1_9606_140,,,,
G426_344_425,NP001179538.1_9913_142,,,,
G426_344_425,XP003643023.3_9031_144,,,,
G426_344_425,XP017946319.2_8364_146,,,,
G426_344_425,XP021332071.1_7955_148,,,,
G426_344_425,XP005254194.1_9606_150,,,,
G426_344_425,XP024837785.1_9913_151,,,,
G426_344_425,NP001313280.1_10090_153,,,,
G426_344_425,XP003641878.3_9031_155,,,,
G426_344_425,XP002933006.3_8364_157,,,,
G426_344_425,XP021333676.1_7955_159,,,,
G426_344_425,XP002121766.2_7719_162,,,,
G426_344_425,NP572247.2_7227_164,,,,
G426_344_425,XP006530858.1_10090_167,,,,
G426_344_425,NP955387.1_9606_168,,,,
G426_344_425,NP001179415.2_9913_170,,,,
G426_344_425,XP015148002.3_9031_172,,,,
G426_344_425,XP012817732.1_8364_174,,,,
G426_344_425,XP009301678.1_7955_176,,,,
G426_344_425,NP742050.2_10090_178,,,,
G426_344_425,NP620687.2_9606_179,,,,
G426_344_425,XP024837310.1_9913_181,,,,
G426_344_425,XP031760055.1_8364_183,,,,
G426_344_425,XP001922446.3_7955_185,,,,
G426_344_425,XP018673460.1_7719_188,,,,
G426_344_425,XP016877462.1_9606_191,,,,
G426_344_425,XP024838029.1_9913_192,,,,
G426_344_425,XP006540908.1_10090_194,,,,
G426_344_425,XP015147746.2_9031_196,,,,
G426_344_425,XP004912721.1_8364_198,,,,
G426_344_425,XP021333385.1_7955_200,,,,
G426_344_425,XP006525982.1_10090_202,,,,
G426_344_425,NP598377.4_9606_203,,,,
G426_344_425,NP001193043.1_9913_205,,,,
G426_344_425,XP413968.4_9031_207,,,,
G426_344_425,XP031748801.1_8364_209,,,,
G426_344_425,NP001035516.2_10090_213,,,,
G426_344_425,NP001381461.1_9606_214,,,,
G426_344_425,NP001071498.1_9913_216,,,,
G426_344_425,XP025009773.2_9031_218,,,,
